1.000000000000000000e+00 1.483860861282702714e+01 -4.264056856355246339e+01 -5.856561980963400771e+01 2.986628309119119251e+01 -5.406543634726796199e+01
2.000000000000000000e+00 1.566678142198851376e+01 6.297156589694158590e+00 -3.948770864000113789e+00 1.985371356010367805e+01 -2.118728573549066141e+01
3.000000000000000000e+00 6.552701565243012283e+01 -1.955283008706282288e+01 -6.021950604823061326e+00 8.423297165456855140e+00 -3.019378865036520310e+01
4.000000000000000000e+00 4.183985636690785270e+01 2.280815543191885197e+01 2.196653334556764037e+00 5.268199309390999474e+01 -5.286328829143940311e+00
5.000000000000000000e+00 -3.075867855464703382e+01 -1.027023395009094031e+01 -8.805688009107292658e+00 1.958492187480377567e+00 -6.497250080197086675e+01
6.000000000000000000e+00 -4.866034680915438670e+00 1.813751882805211579e+01 7.634430642118722687e+00 9.752919414763508144e+01 2.216816247770228188e+01
7.000000000000000000e+00 3.441194721858688155e+01 9.123438631234924401e+01 4.543362420897516074e+01 2.762780657430253939e+01 -1.990578249634867447e+01
8.000000000000000000e+00 -5.077990435919289780e+00 8.357258328586674168e+01 8.083884185230768082e+01 3.360409217930011039e+01 -3.898795597159098492e+01
9.000000000000000000e+00 -1.927346672247112735e+01 8.693201615758928824e+01 7.757720250078065760e+01 9.448228358934892412e+01 2.865804506125083151e+01
1.000000000000000000e+01 2.018540050513272988e+01 1.347925805531652088e+01 1.341587950105394782e+02 2.579551817034835182e+01 -2.706818360058310802e+01
1.100000000000000000e+01 1.319674199628810030e+01 1.016309547712186117e+02 1.009462221253443204e+02 1.095840003777386187e+02 -7.301460951564800439e+01
1.200000000000000000e+01 -7.187981078078113484e+00 6.317343666341463404e+01 1.074945396055212825e+02 5.781922715619310083e+01 -1.054587436500034983e+02
1.300000000000000000e+01 -2.715989072100803980e+01 1.035117511261966001e+02 1.509366289853110175e+02 8.257500517178614530e+01 -3.446379969630569917e+01
1.400000000000000000e+01 -7.032871825435506707e+00 6.958439062034628364e+01 1.343717388387656797e+02 9.031104633981325946e+01 -6.093110066171642814e+01
1.500000000000000000e+01 5.394564204872271063e+00 1.033134919205678557e+02 1.531116477826074345e+02 6.061360368224978146e+01 -2.476413677939920888e+01
1.600000000000000000e+01 -8.379202231386078381e+01 7.595923404804432266e+01 9.353746984220039451e+01 1.200279128905881976e+02 -1.181867185737548027e+02
1.700000000000000000e+01 -9.070067323256010638e+01 1.523130673920702236e+02 1.778741096363649490e+02 1.561293963705365684e+02 -6.720330095546314908e+01
1.800000000000000000e+01 -1.715531642958440273e+01 2.776946434243129858e+01 1.738975972008689723e+02 1.946089653956814232e+02 -1.430250831707371049e+02
1.900000000000000000e+01 -9.003674841139616802e+00 6.613560753939900394e+01 1.721278848359644087e+02 1.264926626116974404e+02 -7.988483575177849616e+01
2.000000000000000000e+01 -4.572717877203569259e+01 2.863739329272290490e+01 1.408144585872527728e+02 1.645077050593466481e+02 -1.632796611850592399e+02
2.100000000000000000e+01 -5.957071969857085492e+01 3.999117687263092336e+01 2.259352401470930545e+02 1.514450646831817551e+02 -4.925883174106942874e+01
2.200000000000000000e+01 -6.712505822056729698e+01 1.148748039206166709e+02 2.469695232205001787e+02 1.526050521762849996e+02 -1.030396728296621518e+02
2.300000000000000000e+01 -3.245454566369474492e+01 1.934467308783501664e+02 1.904240659896223633e+02 1.576018956411416525e+02 -1.333319743295508033e+02
2.400000000000000000e+01 -3.200291684676827231e+01 1.146786384325772445e+02 2.016276569310590503e+02 1.628369411258395871e+02 -1.539347585327591048e+02
2.500000000000000000e+01 -4.381457034322348676e+01 1.610740536380967853e+02 2.421496744365950917e+02 1.700202858991564483e+02 -1.075003477953469257e+02
2.600000000000000000e+01 -4.123642635615470908e+01 1.378499935483309287e+02 2.142303964324459002e+02 1.786929577277933276e+02 -1.296079509759736652e+02
2.700000000000000000e+01 -5.156353773329915668e+01 1.198899447598675181e+02 3.104315067173575358e+02 1.219629553305264267e+02 -1.198120112427812103e+02
2.800000000000000000e+01 -3.006338426413280729e+01 1.769580838152302817e+02 2.395726437457131794e+02 1.993639454425710653e+02 -1.732472043095999084e+02
2.900000000000000000e+01 -3.893951757394916058e+01 1.492189401330452370e+02 2.305660359784679940e+02 1.527587313648664349e+02 -1.610442236799991065e+02
3.000000000000000000e+01 -7.816557503282571417e+01 7.108227446647366321e+01 2.740690703546437703e+02 2.513227343375278338e+02 -9.715510197003024473e+01
3.100000000000000000e+01 -7.323854327232079697e+01 1.650687964920720390e+02 3.068190049079211690e+02 2.250318303237463340e+02 -1.716005757068916751e+02
3.200000000000000000e+01 -7.967278819499793485e+01 1.443306289117314236e+02 2.864341082814750052e+02 2.016432026886415088e+02 -1.810677405126204178e+02
3.300000000000000000e+01 -8.774378902113031131e+01 1.636729373791238515e+02 3.726194866831844479e+02 2.287686461183930930e+02 -1.504454521748230604e+02
3.400000000000000000e+01 -8.063227797077274772e+01 1.693501271576588749e+02 3.069253789833513224e+02 2.098945883717353524e+02 -1.717574168215919599e+02
3.500000000000000000e+01 -1.620027016407769338e+01 1.243299398756041825e+02 3.163700582040716540e+02 2.614723778462920336e+02 -1.532319407715465047e+02
3.600000000000000000e+01 -3.379142708757571967e+01 1.933103597054928287e+02 3.206148769887069534e+02 2.654013026397851718e+02 -2.157968561989253544e+02
3.700000000000000000e+01 -5.934090962358592236e+01 1.773471778310522780e+02 3.427421721430879415e+02 2.276677981961986461e+02 -2.002263103463969003e+02
3.800000000000000000e+01 -7.301679805696137748e+01 2.125846149063208657e+02 3.495123612142535876e+02 2.208855351650662158e+02 -1.390373628820013323e+02
3.900000000000000000e+01 -6.593708742155952507e+01 1.912005243816284121e+02 3.100849122498942734e+02 2.630692576105918761e+02 -2.375624506422350066e+02
4.000000000000000000e+01 -1.093093884088268055e+02 1.629090324637643334e+02 3.571983511026350016e+02 3.025546904831859365e+02 -2.259521224411632261e+02
4.100000000000000000e+01 -7.528661658953674873e+01 1.986219277244204875e+02 3.960749585691721109e+02 3.314921083175640319e+02 -2.298484860325630450e+02
4.200000000000000000e+01 -3.307719353611901880e+01 2.167053899950151106e+02 3.853433827685175856e+02 2.308735447593973049e+02 -1.931125705584756247e+02
4.300000000000000000e+01 -2.131757242634810723e+01 1.811461357749482772e+02 4.187370937519841050e+02 3.060425846807523271e+02 -2.508405484973695820e+02
4.400000000000000000e+01 -9.456947564909272330e+01 2.264027209797361593e+02 3.560087737274909045e+02 2.698492133005084952e+02 -2.083525100914979191e+02
4.500000000000000000e+01 -1.028588418225745187e+02 2.028710052147439740e+02 4.088586050775444392e+02 2.866144267681296469e+02 -2.182213917430183301e+02
4.600000000000000000e+01 -8.794329616340560563e+01 2.094706858385100645e+02 3.954462958060095161e+02 3.253193757542881031e+02 -2.364488620236158170e+02
4.700000000000000000e+01 -9.384446189381142744e+01 2.381101176695787274e+02 4.735423420755863617e+02 3.448572331404494662e+02 -2.461177314998131749e+02
4.800000000000000000e+01 -1.022990535097546001e+02 1.973349746248672716e+02 3.723369581812530100e+02 3.515946743367769614e+02 -2.698579325856556466e+02
4.900000000000000000e+01 -1.021783883487706390e+02 2.596897285672355338e+02 4.946434187059053897e+02 2.964950886768913279e+02 -3.022020210840391883e+02
5.000000000000000000e+01 -7.819595027610479576e+01 2.119564283750922584e+02 4.422087122859340411e+02 2.782727149827823609e+02 -2.868498537148929017e+02
